"key","en","ja","zh-TW"
"grape.descriptions.products.product_variants.create.params.position","Variant position","スタイルオーダー","款式順序"
"grape.descriptions.products.product_variants.create.params.price","Price","価格","售價"
"grape.descriptions.products.product_variants.create.params.qc","Supplier/Manufacturer number","製造番号","廠商編號"
"grape.descriptions.products.product_variants.create.params.requires_shipping","Requires shipping or not","配送先住所が必要ですか?","是否需要收貨地址"
"grape.descriptions.products.product_variants.create.params.safety_inventory_quantity","Safety quantity for inventory","安全在庫レベル","安全庫存水位"
"grape.descriptions.products.product_variants.create.params.sku","SKU","製品コード","SKU"
"grape.descriptions.products.product_variants.create.params.sold","Already sold quantity","販売数量","已售數量"
"grape.descriptions.products.product_variants.create.params.weight","Weight (KG)","重量（kg）","重量 (公斤)"
"grape.descriptions.products.product_variants.delete_by_id.desc","Delete product_variant by product_id and product_variant_id","製品IDと製品バリアントIDで製品バリアント情報を削除します","透過商品 ID 與商品款式 ID 刪除該商品款式資料"
"grape.descriptions.products.product_variants.delete_by_id.params.product_variant_id","product_variant_id for deleting product_variant","削除する製品バリアントのID","欲刪除的商品款式 ID"
"grape.descriptions.products.product_variants.get_all.desc","Get all product_variant info of product by product_id","製品IDから製品のすべての製品バリエーションを取得します","透過商品 ID 取得該商品所有商品款式資料"
"grape.descriptions.products.product_variants.get_by_id.desc","Get product_variant info by product_id and product_variant_id","製品IDと製品スタイルIDから製品スタイル情報を取得します","透過商品 ID 與商品款式 ID 取得該商品款式資料"
"grape.descriptions.products.product_variants.get_by_id.params.product_variant_id","product_variant_id for searching product_variant","検索したい商品のID","欲搜尋的商品款式 ID"
"grape.descriptions.products.product_variants.params.product_id","product_id for searching product","検索したい商品のID","欲搜尋的商品 ID"
"grape.descriptions.products.product_variants.update_by_id.desc","Update product_variant by product_id and product_variant_id","製品IDと製品スタイルIDを通じて製品スタイル情報を更新します","透過商品 ID 與商品款式 ID 更新該商品款式資料"
"grape.descriptions.products.product_variants.update_by_id.params.bonus_collection_titles","Comma seperated bonus collection titles for variant to add to (w/o removing from old collections)","ボーナス グループ名はカンマで区切ってください (参加のみ、古いグループからは削除されません)","逗點區隔的紅利群組名稱 (僅加入，不會移出舊的群組)"
"grape.descriptions.products.product_variants.update_by_id.params.compare_at_price","List price","価格","定價"
"grape.descriptions.products.product_variants.update_by_id.params.cost","Cost","料金","成本"
"grape.descriptions.products.product_variants.update_by_id.params.inventory_management","Enable inventory management or not","在庫管理","管理庫存"
"grape.descriptions.products.product_variants.update_by_id.params.inventory_policy","Policy when inventory quantity is not enough (continue/deny)","在庫切れポリシー（続行/拒否）","庫存不足策略 (continue/deny)"
"grape.descriptions.products.product_variants.update_by_id.params.inventory_quantity","Inventory quantity (Bypassed if shop has pos plugin)","在庫数量（POSシステムを使用している場合は無視されます）","庫存量 (如果使用 POS 系統，則會無視修改)"
"grape.descriptions.products.product_variants.update_by_id.params.max_usable_bonus","Max allowed amount of bonus points","最大ボーナス割引","紅利最高折抵"
"grape.descriptions.products.product_variants.update_by_id.params.meas","Meas","音量","材積"
"grape.descriptions.products.product_variants.update_by_id.params.option1","Variant type 1","スタイルタイプ1","款式類型一"
"grape.descriptions.products.product_variants.update_by_id.params.option2","Variant type 2","スタイルタイプ2","款式類型二"
"grape.descriptions.products.product_variants.update_by_id.params.option3","Variant type 3","スタイルタイプ3","款式類型三"
"grape.descriptions.products.product_variants.update_by_id.params.position","Variant position","スタイルオーダー","款式順序"
"grape.descriptions.products.product_variants.update_by_id.params.price","Price","売価","售價"
"grape.descriptions.products.product_variants.update_by_id.params.product_variant_id","product_variant_id for updating product_variant","更新する製品バリアントのID","欲更新的商品款式 ID"
"grape.descriptions.products.product_variants.update_by_id.params.qc","Supplier/Manufacturer number","製造番号","廠商編號"
"grape.descriptions.products.product_variants.update_by_id.params.requires_shipping","Requires shipping or not","配送先住所が必要ですか?","是否需要收貨地址"
"grape.descriptions.products.product_variants.update_by_id.params.safety_inventory_quantity","Safety quantity for inventory","安全在庫レベル","安全庫存水位"
"grape.descriptions.products.product_variants.update_by_id.params.sku","SKU","製品コード","SKU"
"grape.descriptions.products.product_variants.update_by_id.params.sold","Already sold quantity","販売数量","已售數量"
"grape.descriptions.products.product_variants.update_by_id.params.weight","Weight (KG)","重量（kg）","重量 (公斤)"
"grape.descriptions.products.search/collection.desc","Search products by collection name","グループ名で製品情報を取得する","透過群組名稱取得商品資料"
"grape.descriptions.products.search/collection.params.collection_handle","Collection name","製品グループ名","商品群組名稱"
"grape.descriptions.products.search.desc","Get product search results","検索を通じて製品情報を取得します（q とベンダーの少なくとも 1 つを選択してください）","透過搜尋取得商品資料(q 跟 vendor 至少選一項填寫)"
"grape.descriptions.products.search.params.filter_branch_store","Filter branch store products","ストアの商品をフィルタリング","過濾門市的商品"
"grape.descriptions.products.search.params.filter_published","Filter Published","公開された製品をフィルタリングする","過濾已發佈的商品"
"grape.descriptions.products.search.params.limit","Limit","結果の最大数","結果最大筆數"
"grape.descriptions.products.search.params.offset","Offest","データ開始インデックス","資料起始索引"
"grape.descriptions.products.search.params.order_by","Order By","並べ替え","排序方式"
"grape.descriptions.products.search.params.q","Query String","検索キーワード","搜尋關鍵字"
"grape.descriptions.products.search.params.vendor","Vendor (need to apply for using)","製品ソースメーカー","商品來源廠商"
"grape.descriptions.products.search_v2.desc","Retrieve product data via search","検索で商品データを取得","透過搜尋取得商品資料"
"grape.descriptions.products.search_v2.params.branch_stores","Branch store ID of the product (array format) (Custom feature, please contact your consultant if you wish to use it)","商品が所属する店舗ID（配列形式）（カスタマイズ項目、ご利用希望の場合は開店コンサルタントにご相談ください）","商品所屬門市 ID (陣列格式)(客製項目，如欲使用，請洽開店顧問)"
"grape.descriptions.products.search_v2.params.exclude_tags","Exclude product tags (array format)","商品タグの除外（配列形式）","排除商品標籤 (陣列格式)"
"grape.descriptions.products.search_v2.params.filter_branch_store","Filter products by branch store","店舗の商品を絞り込む","過濾門市的商品"
"grape.descriptions.products.search_v2.params.filter_on_sell","Filter products that are on sale","販売中の商品を絞り込む","過濾已上架的商品"
"grape.descriptions.products.search_v2.params.filter_published","Filter products that are published","公開済みの商品を絞り込む","過濾已發佈的商品"
"grape.descriptions.products.search_v2.params.ids","Product ID (array format)","商品ID（配列形式）","商品 ID (陣列格式)"
"grape.descriptions.products.search_v2.params.limit","Maximum number of results","最大取得件数","結果最大筆數"
"grape.descriptions.products.search_v2.params.offset","Data starting index","データの開始インデックス","資料起始索引"
"grape.descriptions.products.search_v2.params.product_types","Product types (array format)","商品の種類（配列形式）","商品所屬類型 (陣列格式)"
"grape.descriptions.products.search_v2.params.q","Search keyword","検索キーワード","搜尋關鍵字"
"grape.descriptions.products.search_v2.params.skus","Product SKU (array format) (Custom feature, please contact your consultant if you wish to use it)","商品SKU（配列形式）（カスタマイズ項目、ご利用希望の場合は開店コンサルタントにご相談ください）","商品 SKU (陣列格式)(客製項目，如欲使用，請洽開店顧問)"
"grape.descriptions.products.search_v2.params.store_nos","Branch store code of the product (array format) (Custom feature, please contact your consultant if you wish to use it)","商品が所属する店舗コード（配列形式）（カスタマイズ項目、ご利用希望の場合は開店コンサルタントにご相談ください）","商品所屬門市代號 (陣列格式)(客製項目，如欲使用，請洽開店顧問)"
"grape.descriptions.products.search_v2.params.store_types","Store type of the product, 1-EC / 2-POS / 4-Store (array format)","商品の所属ストアタイプ、1-EC / 2-POS / 4-店舗（配列形式）","商品所屬商店類型，1-EC / 2-POS / 4-門市 (陣列格式)"
"grape.descriptions.products.search_v2.params.tags","Product tags (array format)","商品タグ（配列形式）","商品標籤 (陣列格式)"
"grape.descriptions.products.search_v2.params.vendors","Product vendors (array format)","商品の仕入先（配列形式）","商品來源廠商 (陣列格式)"
"grape.descriptions.products.update_by_id.desc","Update product by product_id","製品IDで製品情報を更新する","透過商品 ID 更新商品資料"
"grape.descriptions.products.update_by_id.params.body_html","Html that decribes the product","製品紹介 html","商品介紹 html"
"grape.descriptions.products.update_by_id.params.brief","Product brief HTML","製品説明HTML","商品簡述 HTML"
"grape.descriptions.products.update_by_id.params.brief_includes_html","Product brief use HTML or not","製品の説明にHTMLを使用するかどうか","商品簡述是否使用HTML"
"grape.descriptions.products.update_by_id.params.brief_text","Product brief Plain Text","プレーンテキストでの製品説明","商品簡述純文字"
"grape.descriptions.products.update_by_id.params.channel","Product distribution channel","製品チャンネル","商品通路"
"grape.descriptions.products.update_by_id.params.custom_collection_ids","Belongs to which customized collections (comma seperated)","ユーザーが属するカスタム グループ (カンマ区切り)","隸屬哪些自訂群組 (逗點區隔)"
"grape.descriptions.products.update_by_id.params.english_title","English title","商品の英語タイトル","商品英文標題"
"grape.descriptions.products.update_by_id.params.google_product_category_id","Google product category ID","Google 商品カテゴリ ID","Google 產品類別 ID"
"grape.descriptions.products.update_by_id.params.handle","Product url (/products/xxxxxx)","製品 URL コード (/products/xxxxxx)","商品網址代碼 (/products/xxxxxx)"
"grape.descriptions.products.update_by_id.params.price","Lowest price of the product","商品の最小数量","商品最低金額"
"grape.descriptions.products.update_by_id.params.product_id","product_id for updating product","更新する製品のID","欲更新的商品 ID"
"grape.descriptions.products.update_by_id.params.product_type","Product type","製品タイプ","商品類型"
"grape.descriptions.products.update_by_id.params.product_type_code","Product type code","製品タイプコード","商品類型代碼"
"grape.descriptions.products.update_by_id.params.published","Published or not","フォアグラウンドに表示できますか?","是否可在前台出現"
"grape.descriptions.products.update_by_id.params.related_collection_id","filter by customization id or smart collection id","カスタムグループまたはスマートグループID","自訂群組或智慧群組 ID"
"grape.descriptions.products.update_by_id.params.related_collections","Product related collections","製品関連グループ","商品關聯群組"
"grape.descriptions.products.update_by_id.params.related_collection_type","related collection type (SmartCollection or Customcollection)","製品関連グループ カテゴリ、スマート グループは SmartCollection、カスタム グループは Customcollection","商品關聯群組類別，智慧群組為 SmartCollection、自訂群組為 Customcollection"
"grape.descriptions.products.update_by_id.params.required_customer_tags","Required customer tags to purchase (comma-separated) (Customizable feature - please contact your account manager if you wish to use this)","購入を制限する会員タグ（カンマ区切り）（カスタム項目。ご利用をご希望の場合は、ストア開設アドバイザーにお問い合わせください）","限定購買會員標籤 (逗點區隔)(客製項目，如欲使用，請洽開店顧問)"
"grape.descriptions.products.update_by_id.params.searchable","Product is searchable or not","商品検索機能","商品搜尋功能"
"grape.descriptions.products.update_by_id.params.sell_from","The datetime that start to sell (YYYY-MM-DD HH:MM:SS), remain blank if there is no restriction","掲載日 (YYYY-MM-DD hh:mm:ss)。空白のままにすると、リリース日は設定されません。","上架日期 (YYYY-MM-DD hh:mm:ss)，不填則不設定走期"
"grape.descriptions.products.update_by_id.params.sell_to","The datetime that end to sell (YYYY-MM-DD HH:MM:SS), remain blank if there is no restriction","上場廃止日 (YYYY-MM-DD hh:mm:ss)。空白のままにすると、上場廃止日は設定されません。","下架日期 (YYYY-MM-DD hh:mm:ss)，不填則不設定走期"
"grape.descriptions.products.update_by_id.params.slogan","Product slogan","製品スローガン","商品標語"
"grape.descriptions.products.update_by_id.params.special_collection_id","Belongs to which buy X get Y discount collection","どのオプション割引グループに属していますか?","隸屬哪個任選折扣群組"
"grape.descriptions.products.update_by_id.params.tags_text","Product tags string (comma seperated)","商品タグ文字列（カンマ区切り）","商品標籤字串 (逗點區隔)"
"grape.descriptions.products.update_by_id.params.tax_type_id","Product tax type","商品の税区分。課税対象の場合は「inclusive_tax」、税率がゼロの場合は「zero_tax」、非課税の場合は「exclusive_tax」です。","商品課稅類別，應稅為'inclusive_tax'、零稅率為'zero_tax'、免稅為'exclusive_tax'"
"grape.descriptions.products.update_by_id.params.temperature_types","temperature type（常溫, 冷藏, 冷凍)","温度層（常温、冷蔵、冷凍）","溫層（常溫, 冷藏, 冷凍)"
"grape.descriptions.products.update_by_id.params.title","Title","製品タイトル","商品標題"
"grape.descriptions.products.update_by_id.params.vendor","Product manufacturer","製品メーカー","商品廠商"
"grape.descriptions.products.update_inventory_quantity.desc","Update Inventory","在庫を更新","更新庫存"
"grape.descriptions.products.update_inventory_quantity.params.product_variant_id","Product Variant ID","商品バリエーションID","商品款式 ID"
"grape.descriptions.products.update_inventory_quantity.params.quantity","Inventory Quantity","在庫数量","庫存數量"
"grape.descriptions.shop_add_ons.update_by_token.desc","Update the add-on through token","トークンを介してアドオンを更新する","透過token更新該add on"
"grape.descriptions.shop_add_ons.update_by_token.params.start_at","Activation time (YYYY-MM-DD hh:mm:ss)","営業時間 (YYYY-MM-DD hh:mm:ss)","開通時間 (YYYY-MM-DD hh:mm:ss)"
"grape.descriptions.shop_add_ons.update_by_token.params.status","Status<br> ""installed"" => Installed<br> ""apply_failed"" => Application failed","ステータス<br> ""installed"" => インストール済み<br> ""apply_failed"" => 適用失敗","狀態<br> ""installed"" => 已安裝<br> ""apply_failed"" => 申請失敗"
"grape.descriptions.shop_add_ons.update_by_token.params.title","Title","タイトル","標題"
"grape.descriptions.shop_add_ons.update_by_token.params.token","Transaction number","取引ID","交易編號"
"grape.descriptions.shop_coupons.create.desc","Create shop coupon","店舗全体のクーポンを作成する","建立全館優惠券"
"grape.descriptions.shop_coupons.create.params.account_usage_limit","Number of times each account can use the coupon","各アカウントの利用回数","每個帳號可使用次數"
"grape.descriptions.shop_coupons.create.params.code","Code","シリアルナンバー","序號"
"grape.descriptions.shop_coupons.create.params.concurrently_apply","Whether use coupon concurrently with buy X get Y discount collection and storewide discount or not","「セレクト割引グループ」または「ホール全体イベント」との併用の有無","是否與「任選折扣群組」或「全館活動」併用"
"grape.descriptions.shop_coupons.create.params.coupon_type","Coupon type (amount or percentage)","割引の種類（金額または割合）","折扣種類 (金額 or 百分比)"
"grape.descriptions.shop_coupons.create.params.end_date","Deadline end date (YYYY-MM-DD)","使用終了日 (YYYY-MM-DD)","使用結束日期 (YYYY-MM-DD)"
"grape.descriptions.shop_coupons.create.params.order_price_threshold","Order price requirement for the coupon","最低消費量","最小消費金額"
"grape.descriptions.shop_coupons.create.params.restrict_campaigns","Combine with other marketing campaigns with restricted campaigns (%{campaigns})","他のマーケティング活動との使用の制限 (%{campaigns})","與其他行銷活動併用限制 活動 (%{campaigns})"
"grape.descriptions.shop_coupons.create.params.restrict_strategy","Use this coupon with other marketing campaigns ([unrestricted] All marketing campaign products can use this coupon; [restrict] Except for the designated campaign products, other products can use this coupon; [forbidden] Orders containing designated campaign products are not allowed Use this coupon)","他のマーケティング活動との同時使用の制限タイプ（concurrently_apply があるものを選択してください）（[unrestricted] このクーポンはすべてのマーケティング製品に使用できます。[restrict] このクーポンは指定されたマーケティング製品以外の製品に使用できます。[forbidden] このクーポンは、注文に指定されたマーケティング製品が含まれている場合は使用できません）","與其他行銷活動併用限制 類型  (請和 concurrently_apply 擇一使用）([unrestricted] 所有行銷活動商品皆可使用此優惠券; [restrict] 除指定活動商品外，其他商品可使用此優惠券; [forbidden] 訂單包含指定活動商品時，不得使用此優惠券)"
"grape.descriptions.shop_coupons.create.params.start_date","Deadline start date (YYYY-MM-DD)","開始日を使用 (YYYY-MM-DD)","使用起始日期 (YYYY-MM-DD)"
"grape.descriptions.shop_coupons.create.params.tags","product tag names (not used if this field is empty)","クーポンをバインドする商品タグ（バインドしない場合は空白のままにしてください）","優惠券綁定商品標籤（ 留空則不綁定 ）"
"grape.descriptions.shop_coupons.create.params.title","Title","名前","名稱"
"grape.descriptions.shop_coupons.create.params.usage_limit","Usage limit","最大使用回数","使用次數上限"
"grape.descriptions.shop_coupons.create.params.usage_limit_enabled","Whether to limit the number of times each account can use the coupon","各アカウントの使用回数を制限しますか?","是否要限制「每個帳號可使用次數」"
"grape.descriptions.shop_coupons.create.params.value","Value","割引内容","折扣內容"
"grape.descriptions.shop_coupons.delete_by_id.desc","Delete shop coupon by coupon_id","全店クーポンIDを使用して全店クーポンを削除します","透過全館優惠券 ID 刪除該全館優惠券"
"grape.descriptions.shop_coupons.delete_by_id.params.coupon_id","coupon_id for deleting coupon","削除したいクーポンのID","欲刪除的全館優惠券 ID"
"grape.descriptions.shop_coupons.get_all.desc","Get all shop coupons","店舗全体のクーポンをすべて入手","取得所有全館優惠券"
"grape.descriptions.shop_coupons.get_all.params.coupon_types","Coupon type (amount or percent or free shipping) (comma seperated)","割引の種類 ([amount] 金額、[percent] パーセント、[free_shipping] 送料無料) (カンマ区切り)","折扣種類 ([amount] 金額; [percent] 百分比; [free_shipping] 免運) (逗點區隔)"
"grape.descriptions.shop_coupons.get_all.params.only_valid","With only usable coupons","現在入手可能","目前可使用"
"grape.descriptions.shop_coupons.get_all.params.order_price_threshold_lteq","Order price requirement for the coupon is larger then or equal to","最低消費量は、","最小消費金額大於等於"
"grape.descriptions.shop_coupons.get_all.params.tags","With any of these tags (comma seperated)","バインドされた製品タグ（カンマ区切り）","有綁定的商品標籤 (逗點區隔)"
"grape.descriptions.shop_coupons.get_by_id.desc","Get shop coupon by coupon_id","フルホテルクーポンIDからフルホテルクーポンを取得する","透過全館優惠券 ID 取得該全館優惠券"
"grape.descriptions.shop_coupons.get_by_id.params.coupon_id","coupon_id for searching coupon","検索したいクーポンのID","欲搜尋的全館優惠券 ID"
"grape.descriptions.shop_coupons.update_by_id.desc","Update shop coupon by coupon_id","ホテル全体のクーポンIDを使用してホテル全体のクーポンを更新します","透過全館優惠券 ID 更新該全館優惠券"
"grape.descriptions.shop_coupons.update_by_id.params.account_usage_limit","Number of times each account can use the coupon","各アカウントの利用回数","每個帳號可使用次數"
"grape.descriptions.shop_coupons.update_by_id.params.code","Code","シリアルナンバー","序號"
"grape.descriptions.shop_coupons.update_by_id.params.concurrently_apply","Whether use coupon concurrently with buy X get Y discount collection and storewide discount or not","「セレクト割引グループ」または「ホール全体イベント」との併用の有無","是否與「任選折扣群組」或「全館活動」併用"
"grape.descriptions.shop_coupons.update_by_id.params.coupon_id","coupon_id for updating coupon","更新したいクーポンのID","欲更新的全館優惠券 ID"
"grape.descriptions.shop_coupons.update_by_id.params.coupon_type","Coupon type (amount or percentage)","割引の種類（金額または割合）","折扣種類 (金額 or 百分比)"
"grape.descriptions.shop_coupons.update_by_id.params.end_date","Deadline end date (YYYY-MM-DD)","使用終了日 (YYYY-MM-DD)","使用結束日期 (YYYY-MM-DD)"
"grape.descriptions.shop_coupons.update_by_id.params.order_price_threshold","Order price requirement for the coupon","最小消費量","最小消費金額"
"grape.descriptions.shop_coupons.update_by_id.params.restrict_campaigns","Combine with other marketing campaigns with restricted campaigns (%{campaigns})","他のマーケティング活動との使用の制限 (%{campaigns})","與其他行銷活動併用限制 活動 (%{campaigns})"
"grape.descriptions.shop_coupons.update_by_id.params.restrict_strategy","Use this coupon with other marketing campaigns ([unrestricted] All marketing campaign products can use this coupon; [restrict] Except for the designated campaign products, other products can use this coupon; [forbidden] Orders containing designated campaign products are not allowed Use this coupon)","他のマーケティング活動との同時使用の制限タイプ（concurrently_apply があるものを選択してください）（[unrestricted] このクーポンはすべてのマーケティング製品に使用できます。[restrict] このクーポンは指定されたマーケティング製品以外の製品に使用できます。[forbidden] このクーポンは、注文に指定されたマーケティング製品が含まれている場合は使用できません）","與其他行銷活動併用限制 類型  (請和 concurrently_apply 擇一使用）([unrestricted] 所有行銷活動商品皆可使用此優惠券; [restrict] 除指定活動商品外，其他商品可使用此優惠券; [forbidden] 訂單包含指定活動商品時，不得使用此優惠券)"
"grape.descriptions.shop_coupons.update_by_id.params.start_date","Deadline start date (YYYY-MM-DD)","開始日を使用 (YYYY-MM-DD)","使用起始日期 (YYYY-MM-DD)"
"grape.descriptions.shop_coupons.update_by_id.params.tags","product tag names (not used if this field is empty)","クーポンをバインドする商品タグ（バインドしない場合は空白のままにしてください）","優惠券綁定商品標籤（ 留空則不綁定 ）"
"grape.descriptions.shop_coupons.update_by_id.params.title","Title","名前","名稱"
"grape.descriptions.shop_coupons.update_by_id.params.usage_limit","Usage limit","最大使用回数","使用次數上限"
"grape.descriptions.shop_coupons.update_by_id.params.usage_limit_enabled","Whether to limit the number of times each account can use the coupon","各アカウントの使用回数を制限しますか?","是否要限制「每個帳號可使用次數」"
"grape.descriptions.shop_coupons.update_by_id.params.used_times","Used times","使用回数","使用次數"
"grape.descriptions.shop_coupons.update_by_id.params.value","Value","割引内容","折扣內容"
"grape.descriptions.shops.points.not_enough_points","Not enough CYBERBIZ coin. Please go to Topup Center page to deposit","サイバーコインが不足しています。リチャージセンターでリチャージしてください。","Cyber幣不足，請至儲值中心進行儲值"
"grape.descriptions.smart_collection_entity.body_html","Smart Collection Content","スマートコレクション本文","智慧群組內文"
"grape.descriptions.smart_collection_entity.handle","Smart Collection URL Handle","スマートコレクションURL名","智慧群組網址名"
"grape.descriptions.smart_collection_entity.position","Smart Collection Order","スマートコレクション順序","智慧群組順序"
"grape.descriptions.smart_collection_entity.products","Collection Products","コレクション商品","群組商品"
"grape.descriptions.smart_collection_entity.published","Is Published","公開するかどうか","是否公開"
"grape.descriptions.smart_collection_entity.rules","Smart Collection Rules","スマートコレクションルール","智慧群組規則"
"grape.descriptions.smart_collection_entity.title","Smart Collection Name","スマートコレクション名","智慧群組名稱"
"grape.descriptions.smart_collections.create.desc","Create smart_collection","スマートグループを作成する","建立智慧群組"
"grape.descriptions.smart_collections.create.params.body_html","Html that decribes the collection","グループ紹介 html","群組介紹 html"
"grape.descriptions.smart_collections.create.params.handle","Smart collection url (/collections/xxxxxx)","グループ URL コード (/collections/xxxxxx)","群組網址代碼 (/collections/xxxxxx)"
"grape.descriptions.smart_collections.create.params.published","Published or not","公共","是否公開"
"grape.descriptions.smart_collections.create.params.title","Title","タイトル","標題"
"grape.descriptions.smart_collections.delete_by_id.desc","Delete smart_collection by smart_collection_id","IDでスマートグループを削除する","透過智慧群組 ID 刪除該智慧群組"
"grape.descriptions.smart_collections.delete_by_id.params.smart_collection_id","smart_collection_id for deleting smart_collection","削除するスマートグループのID","欲刪除的智慧群組 ID"
"grape.descriptions.smart_collections_entity.id","Collection ID","コレクションID","群組 ID"
"grape.descriptions.smart_collections.get_all.desc","Get all shop's smart_collections","すべてのスマートグループを取得","取得所有智慧群組"
"grape.descriptions.smart_collections.get_by_id.desc","Get smart_collection info by smart_collection_id","スマートグループIDでスマートグループを取得する","透過智慧群組 ID 取得該智慧群組"
"grape.descriptions.smart_collections.get_by_id.params.smart_collection_id","smart_collection_id for searching smart_collection","検索するスマートグループID","欲搜尋的智慧群組 ID"
"grape.descriptions.smart_collections.rules.create.desc","Add rule into smart_collection","スマートグループルールを作成する","建立智慧群組規則"
"grape.descriptions.smart_collections.rules.create.params.column","The column to be filtered","フィルター フィールド<br> 製品名: title<br> 製品タイプ: product_type<br> 製品メーカー: vendor<br> 製品価格:variants_price<br> 価格設定:variants_compare_at_price<br> 在庫:variants_inventory_quantity<br> スタイル名:variants_option1","過濾欄位<br> 「商品名稱」: title<br> 「商品類型」: product_type<br> 「商品廠商」: vendor<br> 「商品價格」: variants_price<br> 「定價」: variants_compare_at_price<br> 「庫存現貨」: variants_inventory_quantity<br> 「款式名稱」: variants_option1"
"grape.descriptions.smart_collections.rules.create.params.condition","The value of the filter","フィルタリングされた参照値","過濾的參考值"
"grape.descriptions.smart_collections.rules.create.params.relation","The action of the filter","フィルター方法<br> 「等しい」: eq<br> 「より大きい」: gt<br> 「より小さい」: lt<br> 「で始まる」: start<br> 「で終わる」: end<br> 「含む」: cont<br> 「含まない」: exc","過濾方式<br> 「等於」: eq<br> 「大於」: gt<br> 「小於」: lt<br> 「以此開頭」: start<br> 「以此結束」: end<br> 「包含」: cont<br> 「不包含」: exc"
"grape.descriptions.smart_collections.rules.delete_by_id.desc","Delete smart_collection rule by smart_collection_rule_id","ID でスマート グループ ルールを削除する","透過智慧群組規則 ID 刪除該智慧群組規則"
"grape.descriptions.smart_collections.rules.delete_by_id.params.smart_collection_rule_id","smart_collection_rule_id for deleting smart_collection rule","削除するスマート グループ ルールの ID","欲刪除的智慧群組規則 ID"
"grape.descriptions.smart_collections.rules.params.smart_collection_id","smart_collection_id for searching smart_collection","検索するスマートグループID","欲搜尋的智慧群組 ID"
"grape.descriptions.smart_collections.rules.update_by_id.desc","Update rule by smart_collection_rule_id","ID でスマート グループ ルールを更新する","透過智慧群組規則 ID 更新該智慧群組規則"
"grape.descriptions.smart_collections.rules.update_by_id.params.column","The column to be filtered","フィルター フィールド<br> 製品名: title<br> 製品タイプ: product_type<br> 製品メーカー: vendor<br> 製品価格:variants_price<br> 価格設定:variants_compare_at_price<br> 在庫:variants_inventory_quantity<br> スタイル名:variants_option1","過濾欄位<br> 「商品名稱」: title<br> 「商品類型」: product_type<br> 「商品廠商」: vendor<br> 「商品價格」: variants_price<br> 「定價」: variants_compare_at_price<br> 「庫存現貨」: variants_inventory_quantity<br> 「款式名稱」: variants_option1"
"grape.descriptions.smart_collections.rules.update_by_id.params.condition","The value of the filter","フィルタリングされた参照値","過濾的參考值"
"grape.descriptions.smart_collections.rules.update_by_id.params.relation","The action of the filter","フィルター方法<br> 「等しい」: eq<br> 「より大きい」: gt<br> 「より小さい」: lt<br> 「で始まる」: start<br> 「で終わる」: end<br> 「含む」: cont<br> 「含まない」: exc","過濾方式<br> 「等於」: eq<br> 「大於」: gt<br> 「小於」: lt<br> 「以此開頭」: start<br> 「以此結束」: end<br> 「包含」: cont<br> 「不包含」: exc"
"grape.descriptions.smart_collections.rules.update_by_id.params.smart_collection_rule_id","smart_collection_rule_id for updating smart_collection rule","更新するスマート グループ ルールの ID","欲更新的智慧群組規則 ID"
"grape.descriptions.smart_collections.update_by_id.desc","Update smart_collection by smart_collection_id","IDでスマートグループを更新する","透過智慧群組 ID 更新該智慧群組"
"grape.descriptions.smart_collections.update_by_id.params.body_html","Html that decribes the collection","グループ紹介 html","群組介紹 html"
"grape.descriptions.smart_collections.update_by_id.params.handle","Smart collection url (/collections/xxxxxx)","グループ URL コード (/collections/xxxxxx)","群組網址代碼 (/collections/xxxxxx)"
"grape.descriptions.smart_collections.update_by_id.params.published","Published or not","公共","是否公開"
"grape.descriptions.smart_collections.update_by_id.params.smart_collection_id","smart_collection_id for updating smart_collection","更新するスマート グループの ID","欲更新的智慧群組 ID"
"grape.descriptions.smart_collections.update_by_id.params.title","Title","タイトル","標題"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_create.desc","Batch create product variants into bonus collection","ボーナスグループ名とスタイルIDを使用してボーナスグループにスタイルを追加します","透過紅利群組名稱與款式 IDs 把款式加入紅利群組"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_create.params.bonus_collection_title","Bonus collection title","ボーナスグループ名","紅利群組名稱"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_create.params.product_variant_ids","Comma seperated product variant IDs","スタイル ID (カンマ区切り)","款式 IDs (逗點區隔)"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_delete.desc","Batch delete product variants from bonus collection","ボーナスグループ名とスタイルIDを使用してボーナスグループからスタイルを削除します","透過紅利群組名稱與款式 IDs 把款式移出紅利群組"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_delete.params.bonus_collection_title","Bonus collection title","ボーナスグループ名","紅利群組名稱"
"grape.descriptions.special_apis.bonus_collections.collection_variants_batch_delete.params.product_variant_ids","Comma seperated product variant IDs","スタイル ID (カンマ区切り)","款式 IDs (逗點區隔)"
"grape.descriptions.special_apis.bonus_collections.get_bonus_collection_titles.desc","Get current bonus collections' titles by product variant ID","スタイルIDを通じて、スタイルの現在の期間が属するすべてのボーナスグループの名前を取得します。","透過款式 ID 取得該款式當前走期所在的所有紅利群組名稱"
"grape.descriptions.special_apis.bonus_collections.get_bonus_collection_titles.params.product_variant_id","Product Variant ID","スタイルID","款式 ID"
